Memory Length,25000,
Trigger Level,480mV,
Source,CH2,
Probe Ratio,1.000E+01,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,-2.960E+00,
Horizontal Units,S,
Horizontal Scale,5.000E-02,
Horizontal Position,-1.165E-01,
Horizontal Mode,Main,
Sampling Period,2.000E-05,
Firmware,V1.24,
Time,10-Jul-23 16:40:29,
Mode,Detail,
Waveform Data,
-3.665000e-01,-2.40e+00,
-3.664800e-01,-2.56e+00,
-3.664600e-01,-2.48e+00,
-3.664400e-01,-2.40e+00,
-3.664200e-01,-2.40e+00,
-3.664000e-01,-2.48e+00,
-3.663800e-01,-2.40e+00,
-3.663600e-01,-2.48e+00,
-3.663400e-01,-2.48e+00,
-3.663200e-01,-2.40e+00,
-3.663000e-01,-2.40e+00,
-3.662800e-01,-2.40e+00,
-3.662600e-01,-2.48e+00,
-3.662400e-01,-2.32e+00,
-3.662200e-01,-2.48e+00,
-3.662000e-01,-2.48e+00,
-3.661800e-01,-2.48e+00,
-3.661600e-01,-2.48e+00,
-3.661400e-01,-2.40e+00,
-3.661200e-01,-2.48e+00,
-3.661000e-01,-2.48e+00,
-3.660800e-01,-2.48e+00,
-3.660600e-01,-2.48e+00,
-3.660400e-01,-2.48e+00,
-3.660200e-01,-2.48e+00,
-3.660000e-01,-2.40e+00,
-3.659800e-01,-2.48e+00,
-3.659600e-01,-2.48e+00,
-3.659400e-01,-2.40e+00,
-3.659200e-01,-2.32e+00,
-3.659000e-01,-2.56e+00,
-3.658800e-01,-2.40e+00,
-3.658600e-01,-2.48e+00,
-3.658400e-01,-2.56e+00,
-3.658200e-01,-2.40e+00,
-3.658000e-01,-2.40e+00,
-3.657800e-01,-2.48e+00,
-3.657600e-01,-2.56e+00,
-3.657400e-01,-2.40e+00,
-3.657200e-01,-2.40e+00,
-3.657000e-01,-2.40e+00,
-3.656800e-01,-2.56e+00,
-3.656600e-01,-2.40e+00,
-3.656400e-01,-2.40e+00,
-3.656200e-01,-2.40e+00,
-3.656000e-01,-2.40e+00,
-3.655800e-01,-2.48e+00,
-3.655600e-01,-2.48e+00,
-3.655400e-01,-2.40e+00,
-3.655200e-01,-2.48e+00,
-3.655000e-01,-2.48e+00,
