Memory Length,25000,
Trigger Level,28.0mV,
Source,CH1,
Probe Ratio,1.000E+01,
Vertical Units,V,
Vertical Scale,2.000E-02,
Vertical Position,0.000E+00,
Horizontal Units,S,
Horizontal Scale,2.000E-07,
Horizontal Position,7.400E-07,
Horizontal Mode,Main,
Sampling Period,2.000E-10,
Firmware,V1.24,
Time,23-Jun-23 13:26:28,
Mode,Detail,
Waveform Data,
-1.760000e-06,1.60e-03,
-1.759800e-06,2.40e-03,
-1.759600e-06,1.60e-03,
-1.759400e-06,1.60e-03,
-1.759200e-06,1.60e-03,
-1.759000e-06,1.60e-03,
-1.758800e-06,1.60e-03,
-1.758600e-06,1.60e-03,
-1.758400e-06,2.40e-03,
-1.758200e-06,2.40e-03,
-1.758000e-06,2.40e-03,
-1.757800e-06,3.20e-03,
-1.757600e-06,3.20e-03,
-1.757400e-06,3.20e-03,
-1.757200e-06,2.40e-03,
-1.757000e-06,2.40e-03,
-1.756800e-06,3.20e-03,
-1.756600e-06,3.20e-03,
-1.756400e-06,2.40e-03,
-1.756200e-06,3.20e-03,
-1.756000e-06,3.20e-03,
-1.755800e-06,3.20e-03,
-1.755600e-06,1.60e-03,
-1.755400e-06,2.40e-03,
-1.755200e-06,1.60e-03,
-1.755000e-06,2.40e-03,
-1.754800e-06,2.40e-03,
-1.754600e-06,2.40e-03,
-1.754400e-06,3.20e-03,
-1.754200e-06,3.20e-03,
-1.754000e-06,3.20e-03,
-1.753800e-06,4.00e-03,
-1.753600e-06,4.00e-03,
-1.753400e-06,4.00e-03,
-1.753200e-06,3.20e-03,
-1.753000e-06,3.20e-03,
-1.752800e-06,2.40e-03,
-1.752600e-06,2.40e-03,
-1.752400e-06,8.00e-04,
-1.752200e-06,8.00e-04,
-1.752000e-06,0.00e+00,
-1.751800e-06,0.00e+00,
-1.751600e-06,0.00e+00,
-1.751400e-06,8.00e-04,
-1.751200e-06,8.00e-04,
-1.751000e-06,2.40e-03,
-1.750800e-06,1.60e-03,
-1.750600e-06,2.40e-03,
-1.750400e-06,2.40e-03,
-1.750200e-06,3.20e-03,
-1.750000e-06,2.40e-03,
-1.749800e-06,2.40e-03,
-1.749600e-06,1.60e-03,
-1.749400e-06,2.40e-03,
-1.749200e-06,8.00e-04,
-1.749000e-06,1.60e-03,
-1.748800e-06,1.60e-03,
-1.748600e-06,2.40e-03,
-1.748400e-06,2.40e-03,
-1.748200e-06,2.40e-03,
-1.748000e-06,2.40e-03,
-1.747800e-06,3.20e-03,
-1.747600e-06,3.20e-03,
-1.747400e-06,3.20e-03,
-1.747200e-06,4.00e-03,
-1.747000e-06,4.00e-03,
-1.746800e-06,3.20e-03,
-1.746600e-06,3.20e-03,
-1.746400e-06,3.20e-03,
-1.746200e-06,3.20e-03,
-1.746000e-06,2.40e-03,
-1.745800e-06,2.40e-03,
-1.745600e-06,2.40e-03,
-1.745400e-06,2.40e-03,
-1.745200e-06,1.60e-03,
-1.745000e-06,1.60e-03,
-1.744800e-06,2.40e-03,
-1.744600e-06,2.40e-03,
-1.744400e-06,1.60e-03,
-1.744200e-06,2.40e-03,
-1.744000e-06,2.40e-03,
-1.743800e-06,2.40e-03,
-1.743600e-06,1.60e-03,
-1.743400e-06,1.60e-03,
-1.743200e-06,2.40e-03,
-1.743000e-06,2.40e-03,
-1.742800e-06,2.40e-03,
-1.742600e-06,3.20e-03,
-1.742400e-06,3.20e-03,
-1.742200e-06,4.00e-03,
-1.742000e-06,3.20e-03,
-1.741800e-06,3.20e-03,
-1.741600e-06,2.40e-03,
-1.741400e-06,2.40e-03,
-1.741200e-06,8.00e-04,
-1.741000e-06,8.00e-04,
-1.740800e-06,0.00e+00,
-1.740600e-06,8.00e-04,
-1.740400e-06,0.00e+00,
-1.740200e-06,8.00e-04,
-1.740000e-06,8.00e-04,
-1.739800e-06,8.00e-04,
-1.739600e-06,8.00e-04,
-1.739400e-06,8.00e-04,
-1.739200e-06,8.00e-04,
-1.739000e-06,1.60e-03,
-1.738800e-06,8.00e-04,
-1.738600e-06,1.60e-03,
-1.738400e-06,2.40e-03,
-1.738200e-06,3.20e-03,
-1.738000e-06,3.20e-03,
-1.737800e-06,3.20e-03,
-1.737600e-06,3.20e-03,
-1.737400e-06,3.20e-03,
-1.737200e-06,2.40e-03,
-1.737000e-06,2.40e-03,
-1.736800e-06,2.40e-03,
-1.736600e-06,3.20e-03,
-1.736400e-06,3.20e-03,
-1.736200e-06,3.20e-03,
-1.736000e-06,4.00e-03,
-1.735800e-06,4.80e-03,
-1.735600e-06,4.00e-03,
-1.735400e-06,4.80e-03,
-1.735200e-06,4.00e-03,
-1.735000e-06,4.00e-03,
-1.734800e-06,2.40e-03,
-1.734600e-06,2.40e-03,
-1.734400e-06,1.60e-03,
-1.734200e-06,1.60e-03,
-1.734000e-06,8.00e-04,
-1.733800e-06,1.60e-03,
-1.733600e-06,1.60e-03,
-1.733400e-06,2.40e-03,
-1.733200e-06,2.40e-03,
-1.733000e-06,2.40e-03,
-1.732800e-06,2.40e-03,
-1.732600e-06,3.20e-03,
-1.732400e-06,1.60e-03,
-1.732200e-06,1.60e-03,
-1.732000e-06,8.00e-04,
-1.731800e-06,8.00e-04,
-1.731600e-06,0.00e+00,
-1.731400e-06,1.60e-03,
-1.731200e-06,1.60e-03,
-1.731000e-06,2.40e-03,
-1.730800e-06,2.40e-03,
-1.730600e-06,2.40e-03,
-1.730400e-06,2.40e-03,
-1.730200e-06,2.40e-03,
-1.730000e-06,2.40e-03,
-1.729800e-06,2.40e-03,
-1.729600e-06,1.60e-03,
-1.729400e-06,2.40e-03,
-1.729200e-06,1.60e-03,
-1.729000e-06,1.60e-03,
-1.728800e-06,2.40e-03,
-1.728600e-06,2.40e-03,
-1.728400e-06,2.40e-03,
-1.728200e-06,3.20e-03,
-1.728000e-06,3.20e-03,
-1.727800e-06,3.20e-03,
-1.727600e-06,3.20e-03,
-1.727400e-06,4.00e-03,
-1.727200e-06,3.20e-03,
-1.727000e-06,3.20e-03,
-1.726800e-06,2.40e-03,
-1.726600e-06,2.40e-03,
-1.726400e-06,1.60e-03,
-1.726200e-06,2.40e-03,
-1.726000e-06,1.60e-03,
-1.725800e-06,1.60e-03,
-1.725600e-06,1.60e-03,
-1.725400e-06,1.60e-03,
-1.725200e-06,1.60e-03,
-1.725000e-06,1.60e-03,
-1.724800e-06,1.60e-03,
-1.724600e-06,1.60e-03,
-1.724400e-06,1.60e-03,
-1.724200e-06,1.60e-03,
-1.724000e-06,8.00e-04,
-1.723800e-06,8.00e-04,
-1.723600e-06,8.00e-04,
-1.723400e-06,1.60e-03,
-1.723200e-06,8.00e-04,
-1.723000e-06,1.60e-03,
-1.722800e-06,0.00e+00,
-1.722600e-06,8.00e-04,
-1.722400e-06,0.00e+00,
-1.722200e-06,0.00e+00,
-1.722000e-06,0.00e+00,
-1.721800e-06,1.60e-03,
-1.721600e-06,1.60e-03,
-1.721400e-06,1.60e-03,
-1.721200e-06,1.60e-03,
-1.721000e-06,1.60e-03,
-1.720800e-06,1.60e-03,
-1.720600e-06,1.60e-03,
-1.720400e-06,8.00e-04,
-1.720200e-06,8.00e-04,
-1.720000e-06,0.00e+00,
-1.719800e-06,0.00e+00,
-1.719600e-06,0.00e+00,
-1.719400e-06,0.00e+00,
-1.719200e-06,0.00e+00,
-1.719000e-06,8.00e-04,
-1.718800e-06,8.00e-04,
-1.718600e-06,1.60e-03,
-1.718400e-06,2.40e-03,
-1.718200e-06,2.40e-03,
-1.718000e-06,2.40e-03,
-1.717800e-06,3.20e-03,
-1.717600e-06,3.20e-03,
-1.717400e-06,3.20e-03,
-1.717200e-06,2.40e-03,
-1.717000e-06,2.40e-03,
-1.716800e-06,2.40e-03,
-1.716600e-06,3.20e-03,
-1.716400e-06,2.40e-03,
-1.716200e-06,2.40e-03,
-1.716000e-06,2.40e-03,
-1.715800e-06,2.40e-03,
-1.715600e-06,2.40e-03,
-1.715400e-06,2.40e-03,
-1.715200e-06,2.40e-03,
-1.715000e-06,3.20e-03,
-1.714800e-06,3.20e-03,
-1.714600e-06,3.20e-03,
-1.714400e-06,3.20e-03,
-1.714200e-06,2.40e-03,
-1.714000e-06,2.40e-03,
-1.713800e-06,2.40e-03,
-1.713600e-06,2.40e-03,
-1.713400e-06,3.20e-03,
-1.713200e-06,2.40e-03,
-1.713000e-06,2.40e-03,
-1.712800e-06,1.60e-03,
-1.712600e-06,2.40e-03,
-1.712400e-06,1.60e-03,
-1.712200e-06,2.40e-03,
-1.712000e-06,2.40e-03,
-1.711800e-06,3.20e-03,
-1.711600e-06,2.40e-03,
-1.711400e-06,3.20e-03,
-1.711200e-06,3.20e-03,
-1.711000e-06,3.20e-03,
-1.710800e-06,3.20e-03,
-1.710600e-06,3.20e-03,
-1.710400e-06,3.20e-03,
-1.710200e-06,3.20e-03,
-1.710000e-06,2.40e-03,
-1.709800e-06,1.60e-03,
-1.709600e-06,8.00e-04,
-1.709400e-06,8.00e-04,
-1.709200e-06,-8.00e-04,
-1.709000e-06,8.00e-04,
-1.708800e-06,8.00e-04,
-1.708600e-06,1.60e-03,
-1.708400e-06,2.40e-03,
-1.708200e-06,2.40e-03,
-1.708000e-06,3.20e-03,
-1.707800e-06,3.20e-03,
-1.707600e-06,3.20e-03,
-1.707400e-06,3.20e-03,
-1.707200e-06,3.20e-03,
-1.707000e-06,3.20e-03,
-1.706800e-06,3.20e-03,
-1.706600e-06,3.20e-03,
-1.706400e-06,3.20e-03,
-1.706200e-06,4.00e-03,
-1.706000e-06,3.20e-03,
-1.705800e-06,3.20e-03,
-1.705600e-06,2.40e-03,
-1.705400e-06,2.40e-03,
-1.705200e-06,8.00e-04,
-1.705000e-06,8.00e-04,
-1.704800e-06,0.00e+00,
-1.704600e-06,0.00e+00,
-1.704400e-06,0.00e+00,
-1.704200e-06,8.00e-04,
-1.704000e-06,1.60e-03,
-1.703800e-06,2.40e-03,
-1.703600e-06,1.60e-03,
-1.703400e-06,1.60e-03,
-1.703200e-06,1.60e-03,
-1.703000e-06,2.40e-03,
-1.702800e-06,1.60e-03,
-1.702600e-06,1.60e-03,
-1.702400e-06,1.60e-03,
-1.702200e-06,2.40e-03,
-1.702000e-06,1.60e-03,
-1.701800e-06,2.40e-03,
-1.701600e-06,2.40e-03,
-1.701400e-06,2.40e-03,
-1.701200e-06,2.40e-03,
-1.701000e-06,2.40e-03,
-1.700800e-06,2.40e-03,
-1.700600e-06,3.20e-03,
-1.700400e-06,2.40e-03,
-1.700200e-06,2.40e-03,
-1.700000e-06,2.40e-03,
-1.699800e-06,2.40e-03,
-1.699600e-06,2.40e-03,
-1.699400e-06,2.40e-03,
-1.699200e-06,2.40e-03,
-1.699000e-06,3.20e-03,
-1.698800e-06,3.20e-03,
-1.698600e-06,3.20e-03,
-1.698400e-06,2.40e-03,
-1.698200e-06,2.40e-03,
-1.698000e-06,2.40e-03,
-1.697800e-06,2.40e-03,
-1.697600e-06,2.40e-03,
-1.697400e-06,3.20e-03,
-1.697200e-06,3.20e-03,
-1.697000e-06,4.00e-03,
-1.696800e-06,4.00e-03,
-1.696600e-06,4.00e-03,
-1.696400e-06,3.20e-03,
-1.696200e-06,3.20e-03,
-1.696000e-06,3.20e-03,
-1.695800e-06,3.20e-03,
-1.695600e-06,2.40e-03,
-1.695400e-06,2.40e-03,
-1.695200e-06,2.40e-03,
-1.695000e-06,2.40e-03,
-1.694800e-06,1.60e-03,
-1.694600e-06,2.40e-03,
-1.694400e-06,2.40e-03,
-1.694200e-06,3.20e-03,
-1.694000e-06,2.40e-03,
-1.693800e-06,3.20e-03,
-1.693600e-06,2.40e-03,
-1.693400e-06,3.20e-03,
-1.693200e-06,2.40e-03,
-1.693000e-06,3.20e-03,
-1.692800e-06,2.40e-03,
-1.692600e-06,3.20e-03,
